text,label,sentiment
"Ang ganda nito. Promise. Kase ung isang deo ko ang mahal pero after 8hrs ang gara ng amoy, eto hindi or sguro dpende na rin. Pero gusto ko to. salamat po sa seller at rider.",4,Positive
Ndi cya waterproof at ndi Rin smudge proof hayss kala ko mganda cya ndi pla pero ok n din sayang eii Need ko pa nmn sa work btw thanks seller,1,Negative
nakaka disappointed mali ung item n binigay nakapalayo sa inorder ko balik nyo pera q wag na kau kumuha d2 solar led light naging spinner wow ayos,0,Negative
EFFECTIVE! SECOND TIME KO NA NAG ORDER AT SATISFIED PA DIN! NUNG KINABUKASAN AFTER KONG MAGLAGAY KITA NA AGAD YUNG EFFECT. DI NAGPAWIS ANLIKE BEFORE NA KAHIT NAKAUPO LANG PINAGPAPAWISAN AGAD. NOW KAHIT SUMAYAW SAYAYAW AKO O ANONG GAWIN KO DI NA MADALING MAGPAWIS!,4,Positive
"Sa pic. lng cute sa personal hindi na chaka sobrang liit lng pla. Antagal pa dumating, tapos yung pagka ruber nya parang napupunit yung color nung ruber nalalasag.",1,Negative
May isang item sila na panget na binigay sakin di pantay yung tahi niya,0,Negative
di marunong sumunod sa request si seller. sana sa sunod basahin ng mga message ni customer,1,Negative
Maganda ang designsss nya kaya LNG manipis ung tela. pero pedeeee na sa priceeee.,3,Neutral
Alam ko na lang expiring na pero Ng Makita ko na nagiba na kulay medyo kinabahan ako. Subukan ko if Wala naman nangyari babaguhin ko Ang rating ko,2,Neutral
"Ibang speaker ang pinadala sa akin. I mean, ibang design compare sa inorder ko pero so far maayos at gumagana naman lahat kaya okay lang. Pero Seller sana next time, iinform mo naman client mo na pinalitan mo kase ganito ganyan para kahit papano hindi mag expect.",4,Neutral
Antagal nito ma charge pero yung charging nya d abot ng isang oras lowbat na. D manlang nakadagdag kahit 20% sa battery battery ko. Eveready ata laman nito. Maloloko kayo dito guys badtrip sayang pera ko.,3,Negative
Nagulat po ako nung dumating wala man lang bubble wrap. Yang plastic lang talaga ang pinaglagyan. Nakakadismaya. Gumagana so far pero praying na lang na tumagal. Sana mag extend kayo ng warranty. Paano kung umaandar nga ngayon tapos masira afterwards dahil nabagsak bagsak na ng courier.,0,Neutral
Ayos yung quality ng packaging at nung mismong item. Responsive din yung seller. 5/ 5!,4,Positive
"May stain yung table. Ginamitan ko na ng alcohol and even acetone pero hindi matanggal. Overall, mukha namang matinay yung table.",3,Neutral
"Ang ganda po, kaso may damage na isa pero maayos pa po ito Sana po sa susunod e pack ng mabuti lagay sa karton, oorder po ako ulit, make sure po naka karton pa Mindanao pa po kasi mam/ sir. Salamat po.",4,Neutral
Kau n po bhla ty nalng seller shopee at s ngdliver dina uulit po bsta pero pdi nadin po ty,2,Positive
Editing my comment. kasi 2 days palang namin siya nagamit sira agad. hindi na nagana. maski naka swithmch yung ilaw. sayang pera. alam naman naming low quality siya pero di namin inexpect na pang 2 days lang pala tong ilaw na to,0,Negative
Mali binigay sa akin nag order ako ng XXL size ang binigay XL hindi kasya tapos sira pa zipper. Tagal iship pa.,1,Negative
Ok naman. sobrang haba pala. Size 30 lang ako. Pero ok yung quality,3,Neutral
I recieve my order on time sya dumating and ok naman sya walang damage pero gulat lang ako bakit wala syang kasamang remote paano ko ma aadjust volume nito? Hope seller u can answere my question may ganito kasi ako ehh pero wth remote sya,2,Neutral
Late review Goods. di lang m a s y a d o n g m a t i g a s Yung boxes unlike sa ibang shop na pinag orderan ko dati ordered 10 shipped 13 hahakg Umi,2,Positive
ginamit agad pagkadating tas ilang minuto palang sobrang init na nakakapaso,1,Negative
Pangit hirap gamitin hindi effective mas maganda pa yung tig 20,0,Negative
napaka ganda nang item. na try ko na sya. super love it. thanks seller,4,Positive
sayang dina nakaabot sa event pero okay narin kahit manipis ang tela nya.,2,Neutral
"Di manipis, di makapal. ang nakakainis lang is di ko maupload buong vid na nagbubukas ako ng parcel ko. as you can see po butas yung isang bulsa ng pants. imbes na suot ko nalang tatahiin ko pa bago ko gamitin.",2,Negative
Hindi pantay yung designs niya. Medyo ams maliit din yung left shoe. Mabait naman yung seller. Malas lang sa nakuhang item. Sana check niyo po yung items before shipping out. Sira sira din box.,1,Neutral
"KULANG YUNG ITEMS NA DENILIVER, SAKTONG BAYAD KULANG PALA! MALI PA YUNG MGA SIZES. ANGKAKAPAL PINAGHIHIRAPAN PANG BAYAD SA KANILA PERO DI SILA LUMALABAN NG TAMA! NOT RECOMMENDED! SAYANG SA PERA SA TOTOO LANG.",0,Negative
Pag may ilaw mouse keyboard hindi na nagana keyboard. 3 star,2,Negative
"Bought this around june 11. Nilagay ko sya sa battery operated light ko for my shelf. 3 times ko pa lang inon for 20 minutes. Namatay na agad ilaw. Inisip ko baka sira na light ko dahil matagal na sya pero nung pinalitan ko ng battery, gumana ulit. dead na yung 3 battery na ginamit ko. Defective.",1,Negative
ang ganda ng tela kaso lamang nagkakaproblema sa pag deliver.,2,Neutral
got mine and subrang nagustuhan ko nman sakto din Yung shade na inorder ko love it,4,Positive
Ayaw gumana nakakadisàpoint but ok lang parang bumili lang ako ng cellphone holder saka Mura lang naman Yung product pakiayos nalang sa susunod,2,Neutral
Kung ilalagay yung mic hindi maganda yung sound pagkinakantahan na.,2,Negative
Ma hina yung sound nya OK nmn still thankyou to seller dahil finollow nya talaga ang color na pinili ko,3,Neutral
okay naman sana kaso yung binigay yung logo masyadong mababa. sira na din yung box pag dating.,2,Negative
Low quality yung tripod parang babagsak cp mo. Sira pa yung binigay sakin walang kwenta i just wasted my money. Not recommended!,0,Negative
"ok nung mga unang araw kaso ngayon ayaw na gumana sayang order pa naman sana uli ako isa pa para sa likuran naman. ok naman si seller at lalo yung j& t delivery the best sila, yung item lang talaga.",1,Negative
thank you for this paborito ng mga anak ko at masarap anman talaga nagout of stocks lang madalastill next transaction,4,Positive
Tagal pa nga ng shipping Tapos yung speaker sira pa,0,Negative
Super love it ang ganda ganda. kasya s 10 yrs old kid ko. at s 7 yrs old kid kya adult size n kinuha ko kc bka maliit n s knila ung pang kids n salamin,4,Positive
"Sawakas at dumating din after maligaw sa laguna na dapat ay sa Bulacan, would give it 5 stars dahil sa package sana, Ganda! Nanghinayang lang ako di ko pa kinuha last 9. 9 eto worth 1400 lang, ngayon 1700 na sya. but then nakadiscount pa din naman sa voucher kaya oks na, may dagdag na naman sa bosch",3,Neutral
"inorder ko large size, pagdating pang grade school ang size. so kung fit sa inyo ang medium size, much better orderin ninyo XL or XXL.",2,Negative
"Order received. But I' m really disappointed, mali Yung pinadala na design Sakin at mali din Yung color, di nman to yung nsa picture eh. tatanga Tanga yata Yung staff na nag prepare Neto, hayyss. kakagigil. tas Malaki pa Sakin. di ko to masusuot. sayang lang x",3,Negative
"Thank youu, 2 days lang andito na, although nagfailed sa first attempt para ideliver so dapat 1 day lang andito na siya. Ambilis di' ba? Nakahanap na siya ng iba. Pinicturan ko ng front, back, side and top view. ParaSaCoins!",4,Positive
Sabi ng asawa ko order daw ulit ako kasi maliit sa kanya ang Large dapat adjust ng size sa talagang size mo. Para daw nakibot kibot yung kanyapag suot nya,2,Negative
"not related yung pic and vid. hindi ko lang na picturan hindi ko alam kung effective ba talaga kase no therapeutic claims""",2,Neutral
kailangan mo pang diniinan para talaga effective overrall ok naman mukhang matibay naman tsaka may free foam,3,Positive
"Maganda Po Ang quality, Ang packaging Po may punit lang. No damage sa product at malakas ang music at boses pag ginamit Ang mic.",2,Positive
"Ang bilis maputol kahit hindi mo dinidiinan shaka hindi katulad sa mga video, hindi naman ganon yung quality niya irl. It' s giving NOTHING",1,Negative
Kala ko stainless steel desmayado 2dayd palang Yung gamit ko ganito na lomalabas na tunay na kolay.,0,Negative
3 weeks bago dumating yung order my dents yung isang book pero okay naman yung books,2,Neutral
Thankyou seller ang ganda sa uulitin thankyou kay kuya rider,4,Positive
"First use ko nito, napansin ko tuyo kili- kili ko tapos wla ngang odor sana eto na ang sagot sa problema ko hopefully",4,Positive
"ok naman ung unit, walang damage, tagal lang dumating,",2,Neutral
"Sobrang tagal niyang nai ship para akong nag order overseas. Di siya applicable sa need na yung product agad agad. Yung items din tho naka bubble wrap, hindi pa rin siya secured kasi napaka katiting lang ng wrap. Yung nag deliver din apurado. Pero gumagana pa rin naman kahit papaano. Tnx pa rin po",2,Neutral
2nd time order here ng mouse. Crumpled na yung packaging pero okay lang yung mouse. Gumagana naman.,3,Neutral
I received the item in good condition. Sobrang secured ng pagkaka packed nila. Sana lahat ganito mag balot ng item. Ang curler same lng naman sa mga ordinary na curler. Ang mascara di sya ganun ka waterproof same ng ibang brand. Ang powder di rin sweat proof. Mabilis matanggal pero pag buong araw ka nasa malamig na lugar magandan naman. Ang lipstick sobrang nice ng color. Hindi nga lang long lasting.,1,Neutral
"It fits our feet very well. Ambilis pa kamo ng deliver. Ib just a matter pf days andyan na yung package. Although its too thin, okay lang since pang beach lang naman",4,Positive
"Okay nman, hindi lng nasunod yung color. Ginawang pink yung smallest size eh lalaki yung susuot hahaha",4,Neutral
"expectation vs reality, di po ito yung nasa picture na inorder ko hahays",0,Negative
"Nakaka dissapoint, sira ung pinadala nila sayang yung pera! Baket may mga seller na ganito nagbabayad kami ng maayos tapos sira yung ipapadala nio! Balibag ko kaya to sa muka nio.",0,Negative
"Wag na kayo bumili neto, hindi gumagana yung smart watch ayaw mag on kahit ilang beses ko na chinarged, hindi man lang chineck ni seller kung gumagana ba yung unit na isesend nila.",0,Negative
3 Stars lang kz mali Ang size na pinadala sa akin xxl Ang dumating L Hindi nag kasya.,2,Negative
Thank you po seller ang Ganda po Nice nagustuhan kopo at mura pa bibili po ako ulit,4,Positive
Ang ganda! Super bilis dumating! And Nagustuhan din ng sister ko. I' ll buy again,4,Positive
Ayus nmn s packaging nka bubble wrap. Cute din yung product. Sa quality ng product nga lang feeling ko medyo nabudol talaga ako. Maliit lang ung item and hnd mararamdaman yung lamig. I tried ndn with ice pero malakas padn ung buga ng hinga ko at mas malamig pdn yung jowa ko kesa sa item. Hahaha,0,Neutral
"Sana di sya mabilis kumupas, overall maganda sya thankkksss",4,Positive
"Hindi siya nagana sa cellphone. Hindi rin siya nagana sa laptop static sound lang) Nag- configure na ko ng settings pero wala talaga e. Sa delivery naman I personally would not suggest standard delivery, napakatagal bago dumating almost two weeks)",0,Negative
"Maayos po and kompleto naman, mabilis din ma deliver. Thank you po",3,Positive
ang pangit ng mic. at akala ko may kasamang remote wala nmn pala. seller nasan po ang remote.,0,Negative
"Maganda sulit yung binayad mO. Highly recommended yung product maganda pang regalo o kahit na pang regalo sa sarili mo, nagusto ko rin at ako na pala nagbawas kasiaganda yung freebies nya hibdi muna kailangan pumunta p sa watch shop para magpa adjust lang ng bracelet ikaw mismo magagawa mo.",4,Positive
"I' m really disappointed kasi dumating siya ng hindi man lang maayos ang packaging, nalagay lang sa plactic. May sira yung bag may punit tapos may yellow stain pati sa strap.",0,Negative
"2nd order ko pero parang numipis yung cloth, iba dun sa 1st order kong 2 jogging pants.",3,Negative
Sira yung isa. Yung isa lang napakinabangan. Ireregalo ko pa naman sana,2,Negative
"so fast, so good! hahaha inorder ko lng kgbi, knbkasan dmting. nauna pa sa sahod ko, d ko pa nabibilin. ang ending abonado nanay ko sa bahay, wahaha g n g skin pag uwi ko 100% legit item, ang bango can' t wait gamitin sa minemaintain kong first time rebonded na buhok.",4,Positive
"Okay naman yung color cream at maayos ang packaging yung color green naman basag yung nasa pang bukas nito, and good for the price.",1,Neutral
Yung cartoon hindi naka Buble craft tapos parang nilamukos yung kahon ng radio tapos yung may bitak sa gilid Wala hinaan Mura nga siya pero ok NAMAN Sana sa susunod order ko ok na sana,0,Neutral
Grabe solid malasa bilis pa dumating walang leak sakto to sa mga namamahalan sa relx na bala order ulit ako marami,4,Positive
Ganda ng packaging may libre pang sabon. Thanks seller first time ko gumamit sana effective para order ulit ako thank you!,1,Positive
"Hindi maganda ang amoy ayon sa mga nakaamoy sa paligid ko. Ako mismo di ko dn nagustuhan, at ang bilis mawala nang amoy, di ko alam kung authentic o hindi, kasi pagbukas ko, amoy karton.",1,Negative
Sulit maganda at sakto Salamat. Tamang tama para sa mga aspin kong mahilig umakyat sa roodeck Sana lang magtagal,3,Positive
English spokening dolar pla si seller e nandito lng nmn pla pinaskandahrap aq mag english sa mga tanong q hayssr,2,Negative
"maganda siya and mabigay yung mismong table, pero medyo hindi sturdy kasi nag shishake siya when i write huhu i think its better kung medyo makapal yung stand niya since mabigat yung table.",2,Neutral
Mahirap sya i set up saakin windows 10 ayaw rin mag connect agad sa ibang bluetooth. Pero kinalikot ko lang kaya gumana na.,1,Neutral
Kulang ang deliver nyo Naka ilang message ako sa seller seen lang nila. Pang Christmas party ng mga bata yun tapos kulang ibibigay nyo. Sakto namn ang ibinayad ko,1,Negative
Wagna kayo bibili dto gray ung inorder ko maroon Naman ung binigay,1,Negative
Maganda naman sana kaso DI GUMAGANA SCAM ANG SELLER. Sayang sa pera!,0,Negative
"Style is good, but yung quality niya hindi ganon kaganda",3,Neutral
Masyupi pa yan kanina inayos lng ng Asawa ko di ko alam kung Ganyan nasya sinend o dahil sa JNTsince Wala namang sinend si seller na picture before the shipment. Itehink dapt ebubble wrapped dapat to prevent the damages. Pero makapal Naman sya.,4,Neutral
"I ordered black pero blue ang dumating, sabog ang tunog ng mic. malakas naman cia sabog lang yung boses baka dahil talaga sa mic.",2,Negative
"di ko na nirefund kasi isa lang naman yung kulang but still disappointed! kompleto yung bayad ko! Tsaka kaya pala mismong pic na ang pini- print kasi para karing nagpa- print sa com- shop, design polaroid lang. I' m disappointed pero dahil nga sa mura lang siya kaya ganun, but still sana kompleto man lang, complete bayad ko ta' s ang tagal pa ng shipping.",2,Negative
Hi po ma' am/ sir bat po kulang po yung doon sa selfie stick wala po yung screw niya po paano ko po gagamitin po ito? Bibili pa sana po ako ehh sayang po yung pinagbayad kopo!,0,Negative
okay yung packaging kaso hindi ko siya hiyang pero sobrang ganda kasi inaabsorb agad ng skin yung lotion. thank you seller.,4,Neutral
UKININAM BAKIT SABOG YUNG SOUND! WAG NA KAYO BIBILI DITO,0,Negative
Simple but useful. mabilis din naiship. nagamut na agad sa christmas lights. salamat seller good job po sa pag ship ng early. salamat jnt. ambilis bg shipment. salamat shoppeee,4,Positive
1/ 2 Babala mula sa NTC at Smart: Huwag magbibigay ng kahit anong impormasyon via SMS. Do not click suspicious links. Block them. 1/ 2 Babala mula sa NTC at Smart: Huwag magbibigay ng kahit anong impormasyon via SMS. Do not click suspicious links. Block them.,4,Neutral
disappointed aq kc ang order q dalawa my ilaw kaso ang dumating isa my ilaw isa wla pangit ang seller,0,Negative
Okey naman pro prang manipis di gaya ng expectation ko,4,Neutral
Andaling ma lowbat. full charge nman. nong mag charge ako Ng cell nka ilang percent lang nag lowbat agad. lahat Sila madaling ma lowbat hindi manlang nka Kalahari. sinubukan ko KC lahat. nkka dismaya nman.,2,Negative
Maganda sana kaso nalalaglag gagalaw kalang kunti nalalaglag buti nlang lage ako naka mask,0,Negative
"Maganda naman siya. Huwag lang madalas labhan kasi baka matanggal agad ang print. Thank you so much, seller! Will order again.",1,Positive
"Always send pic c seller bago ship, nagchat if available or Hindi ung items. complete order received. s nag diliver may problema nabuksan n nangdumating skin nagsory nman sya nagkapalitan dw idiliver nxt tym poh tingnan mabuti, salamat",4,Positive
Nirequest ko kay seller ilagay sa box pero tinakpan lang ng box ung ibabaw. Kaya ganyan,1,Neutral
Maayos yung item. Hopefully mag tagal lang siya at di madaling masira. Too bad di ata siya water resistant.,4,Neutral
D na aq maulit magorder TAs TAs Ang gayatan Ng pinadala nalimutan yata tahiin.,1,Negative
Bwisit na yan binili ko to kase gusto ko iba iba kulay tas ending ayaw gumana sana speaker nalang binili ko,0,Negative
WAG NA PO KAYO OMORDER NG PRODUCT NA TO NAPAKA HINA NG HANGIN LALONG LALO NA DI PA MAINGAT YUNG SELLER PO. Basahin nyu po yung nasa picture po,1,Negative
Sayang ang pera. pinadala ninyu item sira ang button ng relo tapos ang strap hindi fit hindi malagyan ng strap dapat magbenta kayo e testing muna ninyu niloloko lang ninyu mga tao,0,Negative
Maganda siya nung una because it' s still working but after using it 1 or 2 times it' s not working anymore kakabili ko palang sakanya ng ilang days and agun its such a waste kasj ayaw niya magcharge,0,Negative
"Pagbukas ko ganun Ang power portion Niya, kala ko nakatagilid pero Hindi pala, plastic sya na dinidikit pero pedeng maalis kaya Hindi sya mangmatagalan. Below my expectation Ang liit tsaka good for 1 cup lng, ayos Naman makapal Naman Ang cup nya.",1,Neutral
goods naman at naka plastic each then naka box at bubble wrap,4,Positive
"Iba ang laman ng karton. Nkaka dismaya. Iba talaga,",1,Negative
Akala ko komo yung nkalagay na dating price na 1999 ay malaki sya ngayon pala isamg dangkal lng pala sya ng kamay ko. by the way malakas naman sya.,2,Neutral
"Maganda ung packing nya kso butas ung isa sna check muna nila bago send, d kpa alam kung gagana",3,Negative
"Hmm color black po yung inorder ko, pero maroon ang binigay. Pakidouble check po yung mga orders bago po kayo magbigay pls. And paleggings type po siya di siya ganun kaganda.",1,Negative
refund ninyo yung pera ko binigay ninyo item skin hindi ko nagagamit local fake ganyan lang sya hindi nag charge tapos hindi rin nag dull charge yung power bank hanggang 75 lang sya hindi umaabot ng 100,0,Negative
Working nmn siya. Worth the price. Kaso madali lang malowbat if steady ung ilaw.,2,Neutral
Sa wakas dumating narin order ko and sobrang secure tlga ng order ko binalot ng ilang beses ni seller. thank you so much seller and sa shop na ito. will order again next time,4,Positive
Pangit pag chinarge mo wala pang 2m mamatay na agad.,0,Negative
Sorry na late. By the way sobrang ganda ng packaging Ang bilis pa dumating and salamat din sa freebies Will order again,3,Positive
Thank you po sa mabilis na shipment ng item. Maganda po and sulit sa price. Mabait din po yung nagdeliver. More sales pa sayo seller. Keep it up!,4,Positive
"Okay yung una kong order, gumagana, pro ba' t gnun po yung ikalawang order ko po hindi po gumagana yung dumating pti mic, ngayun lang nkapagrate kase now lng din nkapag load.",0,Negative
"Complete nman po yng items, kaso nga lang po di po ma transfer yng files sa sd",1,Neutral
Maganda Ung Tela At Mabilis din Shiping yun nga lang Diko kasya Kasi 28 size kinuha kokasi 50 kilos lang ako Ang alam ko dpat pala 30 nalng Peo next time nalng den all in all Maganda,4,Neutral
"Di masyado nagustuhan ng anak ko, yung logo ng nike di maganda. ok na sana ang tela pero sa logo, parang dinikit lng na pangit ang logo di ko maintindihan di nag match ang logo sa tela",2,Negative
Ok nmn yung ibang mga item kaya lng sobrang Nakakadisappoint kulang yung delivery sakin walang dumating na game pad hinihintay pa nmn xa ng mister ko. Sana po next time bago po ninyo ipack yung mga order please po paki double check po kung kumpleto po ba or kulang.,2,Negative
NEVER AGAIN SA SHOP NA TO NI REFER LANG AKO NG BFF KO DITO TAPOS DUMATING KULANG NG ITEM NAG RETURN/ REFUND AKO INOOFFERAN NG 1 DI DAW FINAL YUN SINENDAN KUNA NG PROOF NG VIDEO KUNG ANU ANU PA CINANCEL WITHIN A FEW DAYS NAG CHAT AKO SA SHOP NILA CHECHECK DAW YUNG SANA OKAY LANG KAYO DIKO KAKAYAMAN YUNG 157 PESOS.,1,Negative
"Sobrang bilis ng delivery. Tnesting ko muna ng 1week bago mag review. Ok sya, tahimik at gumagana ng maayos. Sobrang sulit to",4,Positive
Gamda po ng pants makapal yung tela and super bilis na ideliver wala pang 5 dys na receive ko na agad. Thank you and Godbless!,4,Positive
Nabili ko ng naka 50% off 11: 11 sale! Ang expiration date ay 2024! Sobrang sulit! 1st attempt nd na deliver ng rider di daw mahanap tong bahay. nag chat Ako sa store at napaka responsive nila! So nag order uli Ako and this time na received ko na,4,Positive
Disaappointed for the 2nd time. Dati kapag naorder ako dito nakaseal ang container tapos nakabox para maiwasan ang deformation at pagkTapon ng laman pero ngayon plastic buble lang kaya ang tendency kapag naiipit nasisira at natatapon ang laman.,0,Negative
Maganda sana siya kaso yung pangpabigat niya semento nagdudurog durog kaya kumakalat siya pwede poba ito papalitan yung maayos hays,1,Neutral
medyo matagal lng dumating pero maganda nmn sya sana lang magtagal pag nilagay na kse matte nmn sya salamat,2,Positive
Scammer! Wag kayo mag oorder sa shop nato! Pleaseee lang masasayang lang pera nyo!,0,Negative
"5pcs na black order ko, bakit gray po ang pinadala. Sana nag chat man lang po kayo na not available ang black or i- sold out nyo na lang ang color black para Hindi umaasa na may black na darating. Wala man lang reply sa chat.",2,Negative
Ganda po nagustuhan ng pamangkin ko. salamat sa seller liget d tulad ng iba kung inorderan scam salamat shoppee oorder ako ako nito muli sa susunod.,4,Positive
Ang ganda! Well packaged at walang basag sa mga jar! Maraming salamat po seller and kay Kuya rider na mahaba pasensya hehehe Oorder ulit ako dito kapag naubos na ang aking benta! Dito na rin kayo bumili kasi maganda dito! Sulit ang pera n' yo dito hindi kayo magsisisi!,4,Positive
nagana naman sya kaso dku pa natry orasan kung ilang oras bago full ang cp salamat po,4,Neutral
Sulit at napala ayos ang packaging. Till next order,4,Positive
Lahat ng product na pinadala nila ay sira sinakto nila sa Lenten season alam nilanh nasa bakasyon ang mga tao para hinde manreturn sakanila para kumita lang grabe pa sa grabe pinaggagawa Nyo dapat ma ban kayo dito e refund Nyo pera ko lakinh istorbo need ko pang mah sprint ng way bill para sa inyo Tas mag aaksaya pako ng pamasahe papuntang jnt ano ano na kayo na nga nag dala ng sirang gamit ako pa iistorbohin Nyo,0,Negative
"I' ll give you 2stars kasi hindi nyu po nasunod ung kulay pang twice na ito na pagbili ko sainyu peru nadisappoint ako buti sana manlang kung pinaalam nyu na iba ang kulay na ibi2gay ninyu, wala namang 1hr na pagtype ichat ang buyer pag ganyang mnga instances Para anu pat may color2 na pagpipilian kung ganyan din na kau ang nasu2nod sa mnga items na ibibigay ninyu",1,Negative
"Disappointed because of this kulang sya. tapos yupi yung box, Hindi nakabalot sa bubble rap. Delayed dahil naihalo daw sa ibang place ang order ko.",1,Negative
Yung rider neto siningil aq ng 374. 274 lang pala. tsk tsk. very bad. Kaya pala nagmamadali umalis sayang tuloy yun 100 pesos. 126 lang sinukli skin. Ok naman yun product. complete. Yun sukli q lang ang KULANG! BAKIT PO KAsI WALANG NAKA INDICATE NA PRICE SA PLASTIC,1,Negative
Shopee Buy 2 Take 2 SALE! First time to try this shimmertint I would say it is Highly- pigmented and maganda talaga yung color pay- off. Mabango rin yung amoy niya Careful lang sa paglagay kasi marami talaga napapasama sa applicator. A small swatch would do a looooong way.,4,Positive
"Maganda nman yung headset pero yung tripod mukang madaling masira, dumudulas pa yung phone sa ipitan niya.",3,Neutral
"Mabilis lang din siya naship, super affordable and quality pa niya, and may mga freebies pa siya kaya napakagandang mag order ulit",4,Positive
Mali Yung kulay it should be black pero blue Yung dumating:,1,Negative
Cute ng bottle akala ko stainless sya pero hindi pala but then nagustuhan ko yung thumbler and for sure magugustuhan to ng kapatid ko maidadala nya sa school thank you seller sa uulitin,3,Positive
Ang nipis Pala. Not good quality. Pantulog mo lang sya pwede.,0,Negative
"2 stars since my order is incomplete. Wala yung eyeliner na binili ko sa package. It was the first time na nangyari to sakin and unresponsive si seller. Okay naman yung ibang make up so far, sana talaga ibigay yung kulang sa next order ko since bayad na yung kulang.",1,Negative
hindi ko pa nakita pa order lang kasi nahihiya akong buksan pa pero hoping magamda ang item at magustuhan niya kapag nagustuhn yun uulit yun,4,Positive
Ganda ng tela nya stretchable hindi makati sa balat fit na fit sa akin pati pwet ng anak ko,4,Positive
bulok ang lalagyan halatang lumang item ang ibinigay,0,Negative
I' m so disappointed about this Yung phone ring sira tapos Yung liptint Mali Yung pinadala hay nako.,0,Negative
Mali Mali po Yung design and color na binigay sakin,2,Negative
Nagleleak sa lid hindi sya pwede matumba or nakatumba kasi matatapon hayahays. Di ko alam kung orig to pero tumatagal naman ung ice nya ng 5hrs Anyway thank you na din po.,2,Neutral
Makapal ang tela kaso nakadikit lang pala yung logo di sya embroided. napupugkat na yung tatak. anyways pede nmn tahiin,2,Neutral
Ung tela nya nde ganon ka quality but maganda nmn ung gawa at wla nmn damage parang madali lng xa matastas o mcra maganda lng d2 dhil mnipis ung tela nya pag nilabhan m madali lng matutuyo pag bumili k kc ng 199 n pants plus shipping fee dxa pang budgetmeal pero ok nmn xa kht papano.,2,Neutral
Sira na kulang pa antagal hnintay tsaka d mtibay d nya kya yung phone ko ihandle ntutumba ung stand,0,Negative
palpak yung packaging. bukas yung box/ catoon na nilagyan. yung pag buble wrap hndi inayos. ang dating sa akin is parang binuksan or pinalitan.,0,Negative
Bat ganun Damage binigay niyo putol yung brush ng lipstick sayang lang,0,Negative
"Mabilis mamatay ilaw. Ok lang, mura lang naman. Thanks",3,Neutral
hindi ngana ung tv box ayw mg connect s wifi ngaun ng contak aq kay seller ayw plitan,0,Negative
Thank you so much po. suki na ko ng shop na ito. i love kaisa villa. bilis ng delivery at super secured ang parcel. ang ganda ng item me freebies pa na belt. tnx much,4,Positive
"WALA AKONG ITEM NATANGGAP, I pay for nothing. SUCCCKS",0,Negative
Natanggap ko ang portable electric juicer cup sa loob ng ilang araw. Mayroon akong malaki sa bahay at gusto ko laging bumili ng maliit. Inoperahan ko ito ngayon at lubos akong nasiyahan. Five star praise,4,Positive
Goods naman ang aking mga inorder na damit at mabilis din itong nakarating. Maganda ang mga qualities nito at bibili ako ulit.,4,Positive
Medyo loose sa holder part. Parang may sira. Diko mafigure- out kung ano. Hehe,1,Negative
"thanksss inspi! ganda guyss huhu pero wag na kau bili ne, yw q marami kapareho e HAHAHAHAHA charizzz photos and video not related",4,Positive
super nice at nag order ulit ako salamat dahil well packaged pero yung shredded paper ko iba kulay haha,2,Positive
"May gasgas ng very light, di naman halata so okay langs. Photo and vid not related.",4,Neutral
Thank you seller. Okay sya pang araw araw at sakto lng rin ang quality sa price.,4,Positive
Gumagana nman lhat pti speaker prblema lng ung remote kahit pinipindot ayaw gumana. Minsan gagana napakatagal p. Anyway thank u seller maayos packaging,2,Neutral
Good quality sya kahit mura lang. Thanks sa uulitin.,3,Positive
Ok Yung item maayis Ang packaging mabait din kuya nagdeliver,4,Positive
tnxs ang ganda. po nang vedeo. karaoke kuha na po. kayu,4,Positive
Pinadala nyong speaker sira ni hindi man lng gumana sakto sana dating dec. 31 may gagamitin kmi sa pagsalubong ng bagong taon pero pagbukas ko sira sana tinesting nyo muna bago nyo ipadala hindi pinupulot ang pera kung sa inyo maliit na halaga sakin hindi kaya nga ko sa shopee ng order dhl ms mura,0,Negative
panger di legit ang bilis malobat wag na kayo oorder di manlang nakakafull charge ng cellphone,1,Negative
Hindi secure pag pack sa parcel. Pagdating may sira na ang packaging. Wala din kasamang cord na nka indicate sa photos ng product nila. Nag chat ako sa seller para ijnform ung missing cord nag reply sya sakin dalawang question mark Poor customer service,1,Negative
"Tagal dumating, nabali yong isang stand, pero pede nmn dikitan ng glue.",3,Negative
nasayang lang pera ko dto. sa shopee mall ko p man d binili akala ko legit na. maganda nman pag ka pack ng item kaso ung mismo item noaka gaan. functioning nman sya kaso napaka bilis ma lowbat. ung charge nya nung na deliver sakin less than 30mins ko lang nagamit na lobat n then chinarge ko expected ko 3- 4hrs sya i charge pero wala p 1hr full charge n ulit dun plang alam mo n No Good n ung item. d sya worth it sa price my mabibili k mas mura n ganito lang dn ung quality n expected mo. nkala disappoint lang haaay,0,Negative
"Maganda sana kaso lang basag yung Isang kulay na binili ko, panget ng packaging parang binalot lang Basta. Haitzzzz",0,Negative
Lagi ako na order ng lotion dito pero ngayon lang pumanget packaging nila sana naman paayos next time. Dami nasayang na lotion natapon lang.,2,Negative
Okay naman po yong item sa packaging lang may problema. Ang dami ng order ko pero tinipid nila sa bubble wrap. Ayon sira ang mga cartoon buti hindi nadamay ang mismong item.,1,Neutral
